2015/12/16,"Carroll, Heaney and Parisian",Jenkins-Altenwerth,20288.63
2017/04/05,Pfannerstill-Kerluke,Kuhlman Group,67735.97
2017/03/03,"Swaniawski, West and Heathcote",Luettgen-Beahan,10261.52
2017/01/10,"Rau, Corkery and Morar",Bayer Group,29279.42
2016/08/08,Hammes-Wisoky,Effertz-O'Connell,72106.13
2015/04/09,"Hyatt, Cole and Skiles",Wuckert-Cassin,62339.22
2014/12/21,"Jacobi, Huel and Waelchi",Lindgren Inc,13511.84
2017/01/10,Sipes-Stamm,Kemmer-Jacobson,61970.43
2017/06/09,"Koch, Ankunding and Padberg",Halvorson-Moen,49236.55
2017/09/11,Pfeffer LLC,Trantow and Sons,32607.47
2015/09/04,Gutmann LLC,Borer-Lynch,46642.88
2016/03/08,O'Kon Inc,Paucek Group,79850.02
2016/12/14,Ondricka Group,Runolfsson-Bernier,28546.52
2017/04/19,"Kilback, Schaden and Torphy",Ruecker Group,55207.57
2016/03/03,Gleichner-Deckow,"Lubowitz, Luettgen and Wiegand",32407.5
2016/09/14,"Bode, Lynch and Schultz",Pfannerstill LLC,38992.25
2016/09/04,Watsica LLC,Daugherty-Klein,60153.9
2017/02/08,"Reichert, Kuhlman and Rosenbaum",Reinger-Lindgren,22772.08
2015/10/04,Heller and Sons,Hudson-Torp,39553.88
2017/03/01,Paucek LLC,"Satterfield, Grady and Wunsch",56591.21
2015/02/24,"Nikolaus, Stroman and Heller",Little-Larkin,48027.62
2015/05/20,Rice and Sons,Denesik-Nikolaus,98287.7
2015/03/11,"Barton, Lehner and Marvin","Hilpert, Lebsack and Hauck",53788.32
2015/09/05,Schinner LLC,"Koss, Bogan and Kihn",22919.48
2016/12/03,Wunsch-Rippin,Bahringer Inc,35676.78
2014/11/23,"Konopelski, McCullough and Carroll",Bednar and Sons,16430.13
2015/08/03,"Schroeder, Pouros and Romaguera",Heaney Inc,55972.73
2014/09/09,"Simonis, Wunsch and Conroy","Hodkiewicz, Orn and Lehner",76235.74
2017/09/22,Prosacco-Koepp,"Grimes, Thiel and Howell",23151.12
2017/06/27,"Rath, Bechtelar and Abernathy","Mitchell, Powlowski and Feeney",27555.84
2016/08/26,Daugherty and Sons,Hilll Inc,7699.22
2017/03/07,"Little, Greenfelder and Lakin",Prosacco-Hilll,23345.97
2016/08/09,Grant Inc,Crooks LLC,41318.05
2016/01/12,O'Hara-MacGyver,"Aufderhar, Bahringer and Kerluke",37119.96
2015/11/27,"Osinski, McClure and Mante",Waters and Sons,65255.97
2016/05/08,Walker-Erdman,"Baumbach, Watsica and Luettgen",53196.22
2015/06/09,Hagenes-Kohler,"Pfannerstill, Stamm and Spencer",26937.91
2015/10/16,"Feest, Dickinson and Schiller","Greenfelder, Harris and Davis",59459.34
2016/10/20,Green Group,Ratke-Marks,11772.02
2016/10/28,Skiles LLC,Bechtelar LLC,41734.53
2016/07/22,Ortiz LLC,"White, Volkman and Okuneva",22735.09
2015/10/16,Kassulke-Mills,Koelpin LLC,22616.01
2016/05/09,Schaefer Inc,Harvey-Wunsch,54985.99
2016/01/05,"Grant, Rippin and Hauck",Fritsch-Rodriguez,91144.77
2016/05/02,Jacobson Inc,Emmerich Inc,79893.28
2017/09/04,Gutmann Inc,Greenfelder-Smith,23848.2
2014/11/25,Carter Inc,Zieme and Sons,44347.44
2016/10/15,Gleichner Group,Kirlin and Sons,45914.27
2016/12/03,Ebert and Sons,Stiedemann-Pouros,35161.28
2015/03/31,"Kautzer, Hermann and Beer","Sawayn, Schinner and Bogan",3742.02
2017/05/01,Howell Inc,"Rowe, Reinger and Hamill",22265.2
2017/08/30,"Marks, Strosin and Paucek","Romaguera, Greenholt and Schultz",58643.87
2016/11/26,Ratke and Sons,"Kunze, Zieme and Douglas",11108.39
2017/06/08,Eichmann LLC,McDermott Inc,28665.89
2015/05/22,Will Inc,Trantow-Sauer,94168.4
2016/04/27,"Davis, Blanda and Collins",Casper Inc,67219.61
2017/03/27,"Hahn, Weissnat and Emmerich","Olson, Schmidt and Dooley",56441.43
2017/02/27,Lockman-Hamill,"Smith, Schiller and Raynor",88593.86
2016/10/27,Kassulke Group,Harris Inc,92181.79
2017/05/22,Blick-Lang,Waters-O'Reilly,98518.48
2016/04/17,Durgan Group,"Dickinson, Kautzer and Gottlieb",18082.58
2017/06/29,Roberts-Hudson,"Turner, Blick and Quigley",80357.52
2017/05/09,Von and Sons,Schneider and Sons,4942.68
2015/10/23,"Schiller, Hyatt and Waelchi",Marvin-O'Conner,30600.93
2014/12/26,Bartoletti-Johnson,"Stanton, Howell and Stanton",11528.89
2015/03/18,"Krajcik, Towne and Stroman",Bogisich Inc,9089.5
2015/01/23,Hansen Inc,Borer-Gulgowski,75379.87
2017/05/17,"Sporer, Morar and Bahringer",Koepp-Morissette,80611.23
2015/05/06,Nikolaus LLC,Will-White,98390.34
2015/11/02,Brown LLC,"Nikolaus, Keebler and Emmerich",43374.76
2015/08/07,Ledner and Sons,Farrell Inc,65628.06
2017/02/12,Hand LLC,Bartoletti-Walker,11258.37
2015/10/07,Dibbert Group,Jacobs LLC,14916.74
2017/05/22,"Feil, Jenkins and Koelpin","Hodkiewicz, Shanahan and Schaden",25257.69
2016/05/14,Thompson-Hahn,Hegmann and Sons,50238.61
2016/08/15,Labadie-Purdy,Kassulke-Kohler,99590.1
2016/09/24,Funk-Johnston,Flatley-Effertz,77503.58
2017/08/25,Pouros-Gerlach,Steuber-Volkman,57819.64
2017/01/09,Klocko-Kreiger,"Bernier, Grady and Volkman",40983.4
2014/09/18,Reilly-Wiegand,"Kub, Schmitt and Bogan",34362.47
2016/04/17,"Walter, Wiegand and Macejkovic",Botsford LLC,71984.21
2015/12/26,Hudson and Sons,Stehr-Hickle,86402.0
2017/09/10,"Volkman, Franecki and Kuhlman",Wiegand LLC,73775.17
2017/03/31,Nitzsche and Sons,Bergstrom-Hermiston,54472.36
2016/12/29,Gerhold-Marks,O'Conner-Nicolas,16039.25
2017/06/03,O'Kon Group,Bogisich Inc,35847.99
2017/05/16,Hickle LLC,Mills-Emard,20290.54
2016/06/23,Kuhlman-O'Hara,Wehner-Kling,59488.9
2016/10/12,Buckridge and Sons,Aufderhar LLC,93829.04
2014/12/06,Grant Inc,Barrows Group,33451.0
2016/02/01,Ratke-Ankunding,Heaney-Terry,3745.84
2014/10/06,"Upton, Wilkinson and Harber","Leffler, Kris and Kub",92564.47
2016/03/28,Breitenberg and Sons,Runte Inc,45654.96
2014/12/07,O'Reilly and Sons,"Bosco, MacGyver and Luettgen",59898.18
2017/04/08,Smith Inc,"Green, Cummerata and Kuhlman",54543.68
2015/01/11,"Blanda, Kirlin and Botsford","Legros, Bartoletti and Erdman",4444.32
2015/12/30,"Romaguera, Hilpert and Jakubowski",Ullrich-Olson,84371.62
2014/09/30,Hayes Inc,Koch-Rempel,51728.64
2014/10/30,Koch LLC,Ledner-Langosh,99137.26
2015/10/13,"Funk, Hamill and Armstrong",Hirthe and Sons,43318.5
2016/08/02,"Macejkovic, Hagenes and Metz",Boyer and Sons,15073.32
2016/05/23,"Bradtke, O'Conner and Baumbach",Casper LLC,30784.67
2014/12/03,"Roob, Anderson and Will",Schulist-Nienow,68756.73
2016/03/23,"Hahn, Halvorson and Barton","Moen, Heathcote and Paucek",27010.73
2015/12/29,Dare-Okuneva,Kohler-White,9807.49
2016/08/16,Blick LLC,Adams Inc,77461.36
2017/04/28,VonRueden and Sons,Boehm-Mitchell,83720.49
2017/05/25,Emard Inc,Crona-Rowe,22408.42
2015/03/25,Boyle-Blanda,Howell Group,2093.47
2016/10/10,Murphy-Dooley,Feest-Kunze,8329.22
2016/02/13,Kuhn Inc,"O'Hara, Kulas and Pouros",61420.5
2016/01/30,Schulist and Sons,"Morar, Kuhlman and Stamm",64823.07
2017/07/19,"Feest, Quitzon and Shields","Turcotte, O'Conner and Hauck",40383.42
2017/04/19,Lemke Group,Little Group,30824.36
2015/10/02,Wiza Group,Casper-Rippin,48026.16
2015/06/11,"Schinner, D'Amore and Batz","Zboncak, Greenholt and Hammes",82791.32
2015/04/15,"Stiedemann, Paucek and Hermann",Walker Inc,95268.21
2017/09/11,"Fadel, Klein and Haley","Hane, Sawayn and Monahan",69575.29
2015/12/20,Jast-Kuhic,Stracke LLC,95142.03
2015/06/10,"Gaylord, Hayes and Olson",Ratke Inc,69114.19
2015/11/04,Harber and Sons,Wunsch-Kutch,77913.96
2014/12/07,Reinger Group,Blick-Blick,35042.38
2016/08/04,Pagac-Bernier,Collier-Mohr,11544.06
2015/10/03,Medhurst Group,Leffler Inc,30747.23
2015/03/15,"Dooley, Stamm and Breitenberg",Paucek Inc,37044.86
2016/08/18,Cassin-Dickinson,Walker Inc,31534.97
2016/05/06,Bruen Inc,Ruecker Group,85539.93
2017/05/17,Beer Inc,Williamson and Sons,24100.7
2016/11/07,Pollich and Sons,Homenick-Kulas,45086.68
2016/08/27,Hamill-Hilpert,Murray Group,63396.01
2017/03/24,Swift Inc,Schmidt-Johnson,55128.72
2015/10/23,Yundt-Rogahn,Haag-Fay,30148.98
2015/08/08,Green Inc,Murray-Parisian,28274.42
2017/09/30,Bernier-O'Keefe,Sawayn-Blick,80824.24
2017/06/04,Hagenes-Glover,"Nader, Wolff and Hettinger",4688.18
2016/11/05,Bernier LLC,Sporer-Mayert,24517.61
2015/01/05,Wolff Inc,Little-Batz,7110.92
2016/03/28,Prosacco LLC,Christiansen LLC,7153.18
2016/10/16,Kuhn Group,Koss LLC,99106.31
2015/12/02,"Tillman, Reilly and Skiles",Shields-Homenick,59372.74
2016/08/30,Treutel-Purdy,"Larson, Grady and Beier",75834.44
2015/04/21,"Block, Powlowski and Reichel",Robel and Sons,9068.65
2015/12/21,Torp and Sons,Gleichner LLC,29733.92
2017/07/27,Bosco LLC,Borer Inc,70032.05
2015/12/15,Aufderhar Group,Smitham-Walsh,16571.23
2016/02/16,Walker LLC,"Schimmel, Bradtke and Hayes",30915.81
2016/07/22,Ward-Heaney,Sauer-Brakus,40783.03
2017/09/06,"Lubowitz, Hyatt and Tromp",VonRueden Inc,3408.09
2015/03/29,"O'Conner, Murazik and Hartmann",Ferry-Schulist,83026.87
2015/10/10,Botsford LLC,"Crist, Blick and Ankunding",31614.65
2017/03/22,"Hessel, Pagac and Frami",Schowalter-White,56610.29
2016/09/16,Hackett-Weimann,Hammes-O'Connell,29640.95
2014/12/04,Zboncak-Schulist,Monahan Group,60850.69
2015/05/09,"Heathcote, Stehr and Beahan",Kuhlman-Bosco,10385.55
2015/10/28,Windler-Reichel,Bahringer-Baumbach,13208.11
2016/06/27,VonRueden Group,"Smitham, Kub and Hoeger",62651.52
2015/11/14,Cormier-Keeling,Considine-O'Keefe,41128.63
2017/09/04,Purdy LLC,Parker LLC,67872.36
2016/01/11,Cremin-Mraz,Berge-Zemlak,66553.12
2016/02/24,Mills-Emard,Terry-Ledner,40489.42
2016/12/05,Jerde LLC,Muller-Fahey,34495.46
2015/09/20,Crooks-Hirthe,Blanda-Kuphal,14071.95
2015/08/21,Vandervort-Schneider,Frami Inc,28287.34
2017/09/20,"Koch, Kovacek and Schneider",Johns LLC,11759.31
2017/05/12,Larson LLC,"Shields, McClure and Fritsch",53998.84
2016/06/06,"Weber, Pfannerstill and Waters","Considine, Huel and Jones",92886.26
2016/10/30,Windler-Upton,"Kertzmann, Lockman and Rath",22699.49
2016/06/27,"Kub, Dicki and Kilback","Zemlak, Hagenes and Donnelly",92841.92
2016/04/13,Rau Inc,Rodriguez and Sons,78516.94
2015/04/05,Wiza Inc,Champlin-Anderson,82669.83
2016/03/19,Kiehn-Gerhold,Beer-Shanahan,92018.83
2016/10/19,"Jakubowski, Nikolaus and Simonis",Pouros Group,31751.02
2016/12/18,Renner Inc,"Ratke, Howe and Waelchi",81976.64
2016/05/18,Fritsch-Leffler,Cormier-West,92009.54
2016/12/22,"Ryan, O'Kon and Von",Zulauf Group,23187.59
2016/04/18,"Purdy, Mertz and Nikolaus","Reynolds, Kohler and Beier",66382.69
2016/07/24,"Labadie, Hilll and Schultz",Jenkins-Upton,73260.65
2015/01/26,"Blick, Lakin and Hills","Grant, Kutch and Kiehn",89675.59
2015/12/23,"Kihn, Rohan and Feeney","Russel, Metz and Legros",89824.72
2015/08/24,"Harvey, Brown and Osinski",Hoeger-Howe,95874.06
2016/06/10,Lakin Inc,Jenkins-Wiegand,66973.54
2015/01/30,Mann-Lowe,Carter LLC,60067.92
2015/04/26,Schulist Inc,Batz LLC,96683.99
2017/03/25,Brakus-Veum,Smitham Group,14632.21
2017/05/01,"Johns, Weimann and Grant",Johnson-Harvey,58923.77
2015/06/24,Purdy-Ryan,Hammes Inc,92064.92
2017/07/13,Quigley Group,Ratke-Kohler,64126.54
2017/02/09,Conroy-Keebler,"Stanton, Hansen and Funk",34183.02
2016/08/01,Johnson and Sons,"Fahey, Langworth and Pouros",19912.08
2016/12/21,Kreiger Inc,Rice Inc,67693.95
2017/07/17,Wuckert-Gislason,Morar-Bosco,40763.34
2015/01/03,Beier-Pacocha,"Koss, Homenick and Schneider",7810.35
2015/11/14,"Heaney, Satterfield and Huels",Pacocha Group,38545.69
2015/02/11,Pollich LLC,"Lubowitz, Predovic and Monahan",79752.53
2017/04/16,"Mosciski, Bernier and Champlin","Bergstrom, Mosciski and Mitchell",83651.95
2014/09/16,"Christiansen, Jerde and Emmerich",DuBuque-Schmitt,19690.52
2015/04/18,"Hoppe, Witting and Wolff","Legros, Kuhn and Renner",44332.46
2015/05/10,Huels-Breitenberg,Schamberger-Rice,50689.53
2014/09/27,Hayes LLC,"Hand, Adams and Dibbert",94267.11
2016/12/11,Kuhlman-Stokes,VonRueden-Bernier,64000.44
2016/07/05,Beahan-Lynch,Leannon Group,31243.53
2017/09/05,"Krajcik, Lakin and Hackett",Miller and Sons,18846.05
2015/06/13,Hills Inc,Simonis-Halvorson,11190.68
2017/05/29,"Boyer, Langworth and O'Connell",McDermott LLC,91903.52
2016/04/16,"Quigley, Simonis and Prohaska",Walsh Inc,16755.0
2015/12/26,Corkery and Sons,Pouros Inc,10182.54
2014/09/08,"Kulas, Huel and Wisozk",Runolfsdottir Group,23153.36
2016/02/25,"Howell, Nitzsche and Fritsch",Zulauf Inc,4552.72
2016/04/08,"Hauck, Friesen and Corkery",Lubowitz-Moen,14071.46
2015/02/27,Walsh-Rogahn,Hyatt-Schuppe,36156.74
2017/04/23,"Hansen, Harris and Becker",Hyatt and Sons,3402.97
2017/08/31,"Kuhn, Batz and Macejkovic",Schimmel-Smitham,83635.18
2015/09/05,Howell-Becker,"Padberg, Bins and Osinski",51681.95
2017/01/17,Shanahan-Jacobi,Dare-Fay,96752.63
2014/10/14,Thiel-Weimann,"Stanton, Collins and Huel",83408.1
2015/11/27,Turcotte LLC,"Hansen, Hintz and Leannon",84632.63
2016/11/23,Russel-Schmeler,Emmerich Group,22847.43
2014/12/08,Stehr-Douglas,Cummerata Group,14889.55
2016/11/13,Davis-Barton,"Raynor, Grant and Rohan",28943.54
2016/01/02,Murray LLC,White LLC,82555.93
2017/09/14,Tremblay-Gleason,Wolff and Sons,42630.91
2015/09/19,"Welch, Hammes and Berge",Casper-Volkman,94608.35
2016/03/05,"Reinger, Little and Wolff","Ward, Ferry and Renner",37505.22
2016/12/22,Stokes Inc,"Oberbrunner, VonRueden and Wintheiser",8543.14
2017/08/28,Raynor LLC,"Towne, McDermott and Wyman",26532.07
2014/12/30,Hane Group,"Schumm, Metz and Legros",62709.2
2016/09/24,Ullrich-Kuvalis,Wolff Group,41600.27
2017/01/10,Bauch Group,Turner-Brown,15579.47
2015/11/20,Cronin LLC,Swaniawski-Larkin,49013.77
2014/10/08,Sauer and Sons,Harber-Wunsch,87419.28
2015/09/08,Labadie-Cassin,Volkman Inc,50909.2
2016/06/12,Schinner LLC,Ryan Group,15100.16
2015/01/25,Runolfsson and Sons,Hauck-Hansen,50735.27
2016/05/10,"Schoen, VonRueden and Dibbert","Kilback, Welch and Hegmann",29712.81
2016/08/04,Bauch-Corwin,Braun LLC,71379.6
2015/03/29,Brekke LLC,Schamberger-Ryan,83148.02
2016/11/02,"Wilkinson, Weimann and Mante",Larkin LLC,23741.38
2016/05/24,Kovacek-Welch,Lindgren-Gerlach,90304.43
2016/06/21,"Leuschke, Zemlak and Mayer",Wolf-Wiegand,71240.25
2015/10/20,"Heaney, Labadie and Welch",Mohr LLC,92336.7
2016/05/12,"Kilback, Kilback and White","Kemmer, Kling and Parisian",93617.93
2017/06/20,"Pagac, Durgan and Crooks","Stark, Krajcik and Dickens",76042.25
2016/12/08,Robel-Ryan,Gutmann-O'Reilly,91468.35
2017/03/26,Wisozk LLC,"Klocko, Oberbrunner and Erdman",43509.6
2017/08/20,Conroy-Hickle,Maggio and Sons,53171.11
2016/05/14,Kreiger Group,Rohan Group,79962.15
2015/11/12,Stehr-Haag,Murazik-Rippin,1419.12
2017/08/20,"Predovic, Hermiston and Boehm",Stanton-Bauch,86895.93
2017/03/02,"Williamson, Russel and Prosacco",Bernier-Carroll,68518.65
2014/11/12,"Dare, Cassin and Quigley",Langosh and Sons,52046.87
2015/12/22,Reichel-Crona,Mayert Group,18875.3
2017/04/02,"Stanton, Murphy and Kessler",Larkin-Nolan,76927.06
2016/04/28,"Dooley, Abernathy and Ritchie",Pfannerstill Inc,39727.79
2015/04/07,Gusikowski-Schmitt,Walsh and Sons,19253.08
2016/06/16,Stehr-Schmidt,Rippin-Reichel,58735.68
2017/07/06,Leannon-Kuvalis,"Kihn, Conn and Hegmann",85619.46
2017/09/28,Hammes-Gusikowski,Langosh Group,87475.46
2017/06/06,Grimes LLC,Bahringer LLC,31771.53
2017/07/17,Lehner LLC,Rutherford-King,82244.43
2014/09/10,Schaden-Treutel,Pfannerstill and Sons,34848.93
2015/05/31,"Dicki, Zieme and Bogan",Medhurst and Sons,40399.62
2017/09/21,"Walsh, Heathcote and Heaney",Mohr-Weimann,31136.29
2016/02/05,"Abernathy, Torp and Watsica",McKenzie and Sons,65386.75
2017/09/11,"Larson, O'Keefe and Nader",Borer-Koss,94374.07
2017/03/05,Hamill-Hayes,Funk-Lemke,58791.91
2015/04/07,"Hills, Nienow and Schmitt",Kuvalis-Hintz,40353.63
2017/04/08,"Yundt, Macejkovic and D'Amore","Crooks, Cole and Rath",71378.17
2014/11/11,Hintz-Greenholt,Lehner Inc,19238.64
2015/06/30,Haley-Armstrong,Lang Inc,80103.94
2014/10/13,"Walter, O'Hara and Dibbert","Lesch, Rogahn and Simonis",62863.5
2016/07/12,Langworth Group,Vandervort-Mohr,34687.51
2016/12/03,"Sanford, Rice and Fay","Smitham, Gerhold and Braun",99623.68
2017/03/29,Hackett-Ledner,"Howe, Schaefer and Gislason",96534.38
2015/01/19,Klein Inc,"Boyer, McClure and Boyer",9670.26
2014/10/03,Purdy and Sons,Padberg LLC,68605.25
2015/02/22,Wintheiser-Kreiger,Stehr-Prohaska,29254.06
2017/08/11,Dicki-Von,Mraz Inc,46986.47
2015/03/11,Ledner-Pfannerstill,Swaniawski and Sons,44578.8
2015/08/09,Carter Group,"King, Mueller and Funk",41204.52
2015/01/15,"Veum, Casper and Oberbrunner","Sipes, Kunde and Kerluke",21108.58
2017/05/26,Orn-Baumbach,Wintheiser-Roberts,70376.5
2016/11/12,"Hermann, Moore and Schaefer",Sanford-Spinka,35551.59
2014/12/24,"Zulauf, Spinka and Daugherty",Dietrich-Hane,43780.16
2015/08/19,"Wiza, Ledner and Yundt","Mante, Torphy and Kautzer",61090.42
2017/05/25,Kautzer-Jakubowski,"Nicolas, Jacobs and Lehner",38046.67
2014/09/12,Becker and Sons,Lubowitz-Kilback,53058.74
2017/05/18,Cummerata LLC,"Sauer, Torp and Mitchell",98961.9
2017/08/18,Marvin Inc,"Durgan, Walker and Fay",78258.97
2015/10/12,Friesen-Kiehn,Howell Inc,1248.92
2015/03/22,Schowalter-Homenick,"Parker, Ernser and Schuster",73387.57
2015/09/24,Barrows Group,Turner-Rogahn,12383.67
2014/12/24,Schmeler-Doyle,"Little, Kuhn and Krajcik",76978.18
2017/09/17,Bailey and Sons,Lebsack-Hessel,61415.79
2014/12/18,Kautzer and Sons,Brakus and Sons,46667.01
2016/11/15,Baumbach-Stokes,Ratke-Cronin,97062.04
2017/06/26,Spencer Inc,Gerhold-Hickle,61426.91
2014/10/25,O'Connell Inc,Greenfelder Inc,68045.77
2014/09/04,Rutherford-Wilderman,Ratke Group,58146.99
2015/05/28,Hills-Gislason,Treutel Inc,65826.54
2016/11/18,Gleichner Group,Ferry-Walsh,9913.33
2017/07/30,Effertz LLC,Schuppe and Sons,27971.14
2015/04/02,"Ernser, Lemke and Farrell",Stanton LLC,7130.83
2016/04/21,Jacobson LLC,"Braun, Ritchie and Rohan",70616.6
2015/04/09,Dach-Witting,O'Kon-Koepp,42308.45
2017/01/30,Nitzsche Group,"Wunsch, Harris and Reilly",59459.41
2017/07/19,Williamson-Cartwright,Ruecker and Sons,59210.55
2016/01/22,Brakus-Schiller,Feeney-Smith,91160.35
2015/01/21,"Toy, Legros and Gerhold",Dickens Inc,27177.46
2016/02/24,"Rolfson, McDermott and Stokes",Reinger-Fahey,17021.9
2015/05/08,Lynch-Abshire,"Nitzsche, McCullough and Kuvalis",59773.19
2014/10/06,Pfeffer-Schoen,Ledner-Parisian,65223.94
2015/01/19,Aufderhar-Feeney,Rippin Group,25180.94
2016/09/01,Kuhn and Sons,Orn Inc,84234.62
2015/06/08,Shields LLC,Oberbrunner-Towne,12971.2
2016/08/19,Kuhn Group,"Wolff, Tromp and Bins",3929.7
2016/03/29,Terry-Connelly,Beer and Sons,15847.3
2017/05/17,Ernser Group,Hegmann-Thompson,14838.02
2014/11/07,"Rath, Moore and Simonis",Osinski Inc,10408.53
2016/05/17,"D'Amore, Greenfelder and Nitzsche","Williamson, Skiles and Koelpin",53451.93
2015/10/05,Langworth Inc,Stamm and Sons,91815.98
2015/10/29,Hackett Group,O'Reilly LLC,94227.57
2015/03/06,King-Kunde,Maggio Group,7929.82
2016/02/16,Cole Group,Jacobson-Tillman,37041.41
2015/04/02,"Halvorson, Torp and Swaniawski",Hintz Inc,39753.45
2017/01/09,D'Amore LLC,Kilback Inc,15225.68
2016/02/03,"Cremin, Parker and Langworth","Gorczany, Moen and Dach",77480.11
2016/02/10,Frami-Klein,Cormier and Sons,3938.36
2015/07/13,"Nienow, Waters and Veum",Barton-Orn,18515.69
2017/01/30,"Legros, Predovic and Collier",Paucek-Lueilwitz,28513.38
2016/12/06,"Glover, Mitchell and Hagenes",Smitham Group,81275.3
2014/09/20,Hansen LLC,Parker-Heaney,67978.23
2016/04/05,"Ryan, Steuber and Barrows","Walker, Kunze and Kunze",59684.9
2014/09/09,"Roob, Tromp and Dibbert","Hahn, Lang and Prosacco",28170.87
2016/07/15,Fahey-Paucek,Haag-Schuster,18234.04
2017/05/24,"Kilback, Huels and Toy",Armstrong-Wisoky,51329.76
2014/12/03,Ortiz Inc,Bayer-Ebert,73116.0
2014/09/27,"Keebler, Mante and Hansen","Gaylord, Rowe and Gerlach",99474.51
2016/12/02,Wiegand Group,Price-Schultz,26280.25
2016/05/30,"Deckow, Jacobs and Gerlach",Quitzon-Crooks,7788.09
2016/10/23,Predovic-Beer,Nienow-Fisher,62500.81
2015/08/02,Homenick Inc,"Cartwright, Langworth and Breitenberg",15584.38
2016/06/01,Pfeffer Group,"Anderson, Lang and Roob",52265.25
2014/09/12,"Hauck, Spencer and Schultz","Kuphal, Renner and Schumm",86310.73
2016/11/28,Sanford-Dach,"O'Conner, Hayes and Batz",32915.11
2014/09/17,"Block, Champlin and Green","Farrell, Conn and Shanahan",88566.05
2015/06/21,"Cartwright, Stoltenberg and Schimmel",Waelchi-Reilly,73574.65
2017/08/16,Donnelly-Rath,Greenfelder-Green,38301.21
2014/10/11,"Kuvalis, Schumm and Kuphal",Lesch and Sons,6868.99
2016/03/18,Weissnat-Crist,Howe-Gutkowski,24902.84
2017/01/31,Heathcote LLC,Anderson-Hickle,21974.19
2014/11/02,"Konopelski, Paucek and Wisozk","Flatley, Schumm and O'Conner",59887.51
2016/08/12,"Medhurst, Ondricka and Gorczany","Greenholt, Labadie and Dickens",70824.97
2017/02/27,Wuckert-Nolan,Schultz-Bayer,89807.15
2017/06/16,"Trantow, Boehm and Dietrich",Mueller Inc,20256.17
2016/11/11,Lang-Bayer,"Dibbert, Balistreri and Osinski",51242.0
2015/02/24,Rippin-Conroy,Bayer-Wolf,16157.7
2017/09/11,Harvey-Littel,Rodriguez-Rowe,44480.75
2017/08/18,Macejkovic-Rosenbaum,Rohan Group,93201.07
2017/03/02,Padberg Inc,Simonis LLC,10985.63
2017/02/22,Grady Inc,Gerlach Group,21970.8
2015/11/17,"Herman, Mosciski and Zieme","Friesen, Lowe and Heidenreich",72717.79
2016/03/28,"Batz, Tillman and Shields",Hilll-Corkery,69764.12
2015/06/25,Schmidt-Hirthe,Luettgen-Tremblay,8881.69
2016/06/20,Mohr-Johnson,"Jerde, Rowe and Nitzsche",45562.94
2017/09/21,Heathcote and Sons,O'Kon-Yundt,97463.34
2014/10/17,Nitzsche-Stokes,Tromp-Doyle,68761.38
2014/11/01,DuBuque-Barrows,"O'Connell, Pouros and Nitzsche",39243.43
2016/10/28,Jast Inc,Greenholt-Grant,34022.34
2014/10/30,"Smith, Dietrich and Maggio",Heidenreich-Reichel,70425.76
2017/02/27,"Connelly, Koelpin and Cormier",Heidenreich Group,99006.0
2016/06/14,"Bogisich, McLaughlin and Pollich",Fadel Group,45775.8
2014/10/11,Hirthe-Mitchell,"Tillman, Nicolas and Kessler",90843.29
2017/08/25,"Runolfsson, Parker and Leuschke",Zemlak LLC,14198.11
2017/05/23,"D'Amore, Heathcote and Feil","Luettgen, Nienow and Funk",79694.07
2014/09/26,"Rau, Batz and Cummerata",Kreiger-Labadie,48478.18
2016/08/24,"Koepp, Schneider and Gulgowski",Pouros-Crona,15406.78
2015/06/15,"Wehner, Rath and Kohler",Nader LLC,52532.37
2015/01/13,Lynch LLC,Rodriguez Group,17625.83
2017/07/09,O'Connell Group,Nicolas and Sons,15798.25
2017/08/20,Jakubowski-Blick,McGlynn and Sons,62880.02
2017/03/04,Wyman and Sons,"Padberg, Jacobi and Anderson",81700.58
2016/02/10,Beier-Dooley,"Rodriguez, Bashirian and Ward",73654.35
2015/05/26,"Parisian, Senger and Lesch",Schmidt Inc,69794.72
2016/12/07,"Dickens, Renner and Crist","Zemlak, Rogahn and Halvorson",72009.83
2016/02/16,Wilkinson-Douglas,Weissnat and Sons,51588.67
2014/11/15,"Denesik, Nitzsche and Veum",Jakubowski Group,3586.55
2014/10/03,Barton and Sons,Leuschke Inc,47646.71
2016/01/04,"Smith, West and Prosacco",Ernser and Sons,26790.64
2015/10/13,"Ferry, Marquardt and Williamson",Predovic and Sons,40626.22
2016/04/19,Weissnat Group,"Harris, Cummings and Dietrich",40400.72
2015/08/23,Franecki Inc,Kuphal Group,24335.25
2015/08/28,"Cronin, Feest and Heller",Hermann Inc,22916.75
2017/02/12,Gislason-Parker,Lakin-Marquardt,70157.95
2017/07/18,"Little, O'Connell and Hayes",Mertz and Sons,58300.7
2015/02/18,"Wintheiser, Smitham and Glover","Romaguera, Wehner and Effertz",34248.26
2014/11/12,"Flatley, Schaden and Rippin",Lueilwitz-Heathcote,58565.83
2015/04/26,Ferry and Sons,"Pacocha, Runolfsson and Waters",37123.12
2017/05/07,"Lowe, Aufderhar and Cole","Deckow, Huel and Balistreri",64745.27
2017/06/25,Pagac Inc,"Schowalter, Glover and Crist",21044.13
2016/01/07,Farrell-Farrell,Torphy-Yundt,42328.72
2016/01/04,"Fisher, Marquardt and Gusikowski",Watsica-Altenwerth,68320.36
